,Learn Result: Max Loss,Zero Loss,Random,HMM(2),HMM(3),HMM(4),HMM(5),HMM(6),Max Gain
163,-92096.09999999935,0,-660.2500000000073,178.09999999997672,178.09999999997672,3036.79999999993,3036.79999999993,3036.79999999993,90741.59999999938
164,-110717.89999999994,0,-633.1833333333221,67.89999999990687,534.0,534.0,534.0,534.0,100033.99999999994
165,-107464.99999999956,0,278.6133333333394,3238.6999999999534,3238.6999999999534,4846.499999999767,4846.499999999767,4846.499999999767,109900.59999999954
166,-154944.59999999992,0,1827.7499999999952,-49.79999999993015,503.19999999995343,717.9000000000233,717.9000000000233,717.9000000000233,137215.89999999997
167,-108847.30000000112,0,1178.4299999999978,475.9000000001397,475.9000000001397,475.9000000001397,475.9000000001397,475.9000000001397,98629.30000000117
168,-112412.70000000004,0,1565.9733333333377,11513.79999999993,11513.79999999993,13903.69999999972,13903.69999999972,13903.69999999972,122468.20000000007
169,-93883.30000000031,0,-50.956666666665114,-717.0999999999767,652.5999999998603,652.5999999998603,652.5999999998603,652.5999999998603,92266.20000000024
170,-123533.00000000003,0,2100.769999999999,805.7000000000698,805.7000000000698,805.7000000000698,805.7000000000698,805.7000000000698,108074.10000000003
171,-98149.59999999985,0,-300.2066666666554,5568.000000000116,5568.000000000116,5974.599999999977,5974.599999999977,5974.599999999977,103338.29999999987
172,-129052.49999999971,0,-3890.510000000007,426.70000000006985,427.30000000004657,427.30000000004657,427.30000000004657,427.30000000004657,117289.09999999974
173,-132514.60000000006,0,1055.5000000000025,-2153.70000000007,-495.39999999990687,794.2999999999302,794.2999999999302,794.2999999999302,123182.10000000006
174,-153356.09999999971,0,375.94333333332906,-328.5,-37.79999999993015,-37.79999999993015,0.0,0.0,148058.59999999971
175,-211187.6999999996,0,3215.2466666666755,4037.600000000093,4037.600000000093,5718.399999999732,5718.399999999732,5718.399999999732,215113.29999999964
176,-182818.2999999998,0,542.056666666666,11379.90000000014,11379.90000000014,11379.90000000014,11379.90000000014,11379.90000000014,191926.49999999988
177,-145391.19999999972,0,-1352.2466666666685,27812.900000000023,30088.399999999907,30088.399999999907,31570.599999999977,31570.599999999977,176961.7999999997
178,-167327.1000000005,0,1743.6700000000008,-109.0,-60.40000000002328,-60.40000000002328,0.0,0.0,141327.30000000054
179,-139107.20000000024,0,2330.8133333333462,13783.400000000023,13783.400000000023,14793.699999999371,14793.699999999371,14793.699999999371,152571.50000000023
180,-159001.0,0,-2439.1266666666756,693.1999999999534,703.6999999999534,3809.400000000256,3809.400000000256,3809.400000000256,152116.0
181,-185964.10000000056,0,-98.60000000000339,21283.699999999953,21505.900000000023,25931.500000000466,25931.500000000466,25931.500000000466,206748.50000000058
182,-127377.00000000019,0,-530.9166666666715,10266.70000000007,11032.70000000007,11032.70000000007,11032.70000000007,11032.70000000007,137335.80000000016
183,-127291.9999999999,0,-84.22666666666919,1071.5,1071.5,10055.099999999977,10055.099999999977,10055.099999999977,125789.69999999987
184,-140173.19999999943,0,1254.5566666666684,-160.09999999997672,-149.69999999995343,6129.399999999674,6129.399999999674,6129.399999999674,135663.09999999945
185,-114868.29999999973,0,-1849.8866666666702,12903.800000000047,12903.800000000047,12903.800000000047,12903.800000000047,12903.800000000047,127393.99999999972
186,-129457.29999999981,0,1243.3066666666516,5702.900000000023,6251.099999999977,12678.199999998906,12678.199999998906,12678.199999998906,136080.59999999983
187,-104887.10000000014,0,-604.9400000000023,-372.20000000006985,308.30000000004657,1650.6000000000931,1650.6000000000931,1650.6000000000931,101141.30000000012
188,-139356.20000000024,0,-548.6333333333483,800.4000000000233,800.4000000000233,2709.7000000005355,2709.7000000005355,2709.7000000005355,137561.20000000024
189,-147467.29999999996,0,728.1800000000076,418.30000000004657,871.5,1575.1999999999534,1575.1999999999534,1575.1999999999534,140440.49999999994
190,-149115.19999999955,0,-974.0799999999994,14402.29999999993,14402.29999999993,26832.099999999977,26832.099999999977,26832.099999999977,162226.3999999995
191,-143326.1000000005,0,-1644.1233333333391,-544.1000000000931,-181.09999999997672,626.9000000000233,626.9000000000233,626.9000000000233,137316.70000000048
192,-146673.8,0,1911.5666666666705,826.0999999999767,826.0999999999767,826.0999999999767,826.0999999999767,826.0999999999767,139953.8999999999
193,-191903.90000000029,0,-1408.406666666672,-332.0,434.5,434.5,434.5,434.5,160682.5000000003
194,-142149.69999999987,0,-204.33666666665764,11864.300000000047,13049.100000000093,23111.300000000163,23111.300000000163,23111.300000000163,155247.59999999986
